date,location,people_vaccinated,people_fully_vaccinated
2022-03-11,Rhode Island,1025559,858595
2022-03-12,Rhode Island,1026019,858963
2022-03-13,Rhode Island,1026236,859202
2022-03-14,Rhode Island,1026378,859352
2022-03-15,Rhode Island,1027094,859991
2022-03-16,Rhode Island,1027413,860233
2022-03-17,Rhode Island,1027751,860530
2022-03-18,Rhode Island,1028055,860781
2022-03-19,Rhode Island,1028368,861071
2022-03-20,Rhode Island,1028535,861287
2022-03-21,Rhode Island,1028661,861432
2022-03-22,Rhode Island,1029451,861960
2022-03-23,Rhode Island,1029621,862121
2022-03-24,Rhode Island,1029999,862443
2022-03-25,Rhode Island,1030226,862631
2022-03-26,Rhode Island,1030556,862904
2022-03-27,Rhode Island,1030809,863124
2022-03-28,Rhode Island,1030962,863250
2022-03-29,Rhode Island,1031108,863347
2022-03-30,Rhode Island,1031808,863821
2022-03-31,Rhode Island,1032136,864131
2022-04-01,Rhode Island,1032469,864415
2022-04-02,Rhode Island,1033034,864958
2022-04-03,Rhode Island,1033261,865234
2022-04-04,Rhode Island,1033401,865413
2022-04-05,Rhode Island,1034225,865973
2022-04-06,Rhode Island,1034864,866584
2022-04-07,Rhode Island,1035160,866881
2022-04-08,Rhode Island,1035462,867171
2022-04-09,Rhode Island,1035736,867469
2022-04-10,Rhode Island,1035943,867695
2022-04-11,Rhode Island,1036062,867829
2022-04-12,Rhode Island,1037164,868611
2022-04-13,Rhode Island,1037618,868965
2022-04-14,Rhode Island,1037985,869365
2022-04-15,Rhode Island,1038336,869698
2022-04-16,Rhode Island,,
2022-04-17,Rhode Island,1038753,870129
2022-04-18,Rhode Island,1038886,870287
2022-04-19,Rhode Island,1039687,870862
2022-04-20,Rhode Island,1040012,871107
2022-04-21,Rhode Island,1040348,871414
2022-04-22,Rhode Island,1040348,
2022-04-23,Rhode Island,1041171,872029
2022-04-24,Rhode Island,1041369,872217
2022-04-25,Rhode Island,1041454,872295
2022-04-26,Rhode Island,1041892,872665
2022-04-27,Rhode Island,1042238,872926
2022-04-28,Rhode Island,1042238,
2022-04-29,Rhode Island,1042977,873564
2022-04-30,Rhode Island,1043195,873771
2022-05-01,Rhode Island,1043403,873971
2022-05-02,Rhode Island,1043484,874063
2022-05-03,Rhode Island,1044701,874666
2022-05-04,Rhode Island,1044864,874860
2022-05-05,Rhode Island,1045223,875148
2022-05-06,Rhode Island,1045557,875418
2022-05-07,Rhode Island,1045933,875771
2022-05-08,Rhode Island,1046129,875978
2022-05-09,Rhode Island,1046248,876103
2022-05-10,Rhode Island,1046875,876442
2022-05-11,Rhode Island,,
2022-05-12,Rhode Island,1047415,876943
2022-05-13,Rhode Island,1047809,877278
2022-05-14,Rhode Island,1048200,877573
2022-05-15,Rhode Island,1048398,877744
2022-05-16,Rhode Island,1048496,877838
2022-05-17,Rhode Island,1049291,878282
2022-05-18,Rhode Island,1049692,878640
2022-05-19,Rhode Island,1050153,879018
2022-05-20,Rhode Island,1050338,879171
2022-05-21,Rhode Island,1050727,879464
2022-05-22,Rhode Island,1050957,879672
2022-05-23,Rhode Island,1051081,879791
2022-05-24,Rhode Island,1051827,880227
2022-05-25,Rhode Island,1052156,880526
2022-05-26,Rhode Island,1052465,880785
2022-05-27,Rhode Island,1052864,881073
2022-05-28,Rhode Island,1052864,
2022-05-29,Rhode Island,1052864,
2022-05-30,Rhode Island,1052864,
2022-05-31,Rhode Island,1053565,881776
2022-06-01,Rhode Island,1054251,882193
2022-06-02,Rhode Island,1054432,882392
2022-06-03,Rhode Island,1054849,882737
2022-06-04,Rhode Island,1055252,883053
2022-06-05,Rhode Island,1055404,883202
2022-06-06,Rhode Island,1055506,883315
2022-06-07,Rhode Island,1056098,883689
2022-06-08,Rhode Island,1056445,884029
2022-06-09,Rhode Island,1056752,884275
2022-06-10,Rhode Island,1057027,884490
2022-06-11,Rhode Island,1057228,884659
2022-06-12,Rhode Island,1057426,884816
2022-06-13,Rhode Island,1057511,884895
2022-06-14,Rhode Island,1058091,885261
2022-06-15,Rhode Island,1058302,885396
2022-06-16,Rhode Island,1058558,885608
2022-06-17,Rhode Island,1058558,
2022-06-18,Rhode Island,1058558,
2022-06-19,Rhode Island,1058558,
2022-06-20,Rhode Island,1058558,
2022-06-21,Rhode Island,1058558,
2022-06-22,Rhode Island,1059895,886586
2022-06-23,Rhode Island,1059895,
2022-06-24,Rhode Island,1059895,
2022-06-25,Rhode Island,1059895,
2022-06-26,Rhode Island,1059895,
2022-06-27,Rhode Island,1059895,
2022-06-28,Rhode Island,1059895,
2022-06-29,Rhode Island,1061666,886980
2022-06-30,Rhode Island,1061666,
2022-07-01,Rhode Island,1061666,
2022-07-02,Rhode Island,1061666,
2022-07-03,Rhode Island,1061666,
2022-07-04,Rhode Island,1061666,
2022-07-05,Rhode Island,1061666,
2022-07-06,Rhode Island,1063398,887871
2022-07-07,Rhode Island,1063398,
2022-07-08,Rhode Island,1063398,
2022-07-09,Rhode Island,1063398,
2022-07-10,Rhode Island,1063398,
2022-07-11,Rhode Island,1063398,
2022-07-12,Rhode Island,1063398,
2022-07-13,Rhode Island,1065654,889412
2022-07-14,Rhode Island,1065654,
2022-07-15,Rhode Island,1065654,
2022-07-16,Rhode Island,1065654,
2022-07-17,Rhode Island,1065654,
2022-07-18,Rhode Island,1065654,
2022-07-19,Rhode Island,1065654,
2022-07-20,Rhode Island,1068168,891014
2022-07-21,Rhode Island,1068168,
2022-07-22,Rhode Island,1068168,
2022-07-23,Rhode Island,1068168,
2022-07-24,Rhode Island,1068168,
2022-07-25,Rhode Island,1068168,
2022-07-26,Rhode Island,1068168,
2022-07-27,Rhode Island,1070560,892278
2022-07-28,Rhode Island,1070560,
2022-07-29,Rhode Island,1070560,
2022-07-30,Rhode Island,1070560,
2022-07-31,Rhode Island,1070560,
2022-08-01,Rhode Island,1070560,
2022-08-02,Rhode Island,1070560,
2022-08-03,Rhode Island,1072278,893341
2022-08-04,Rhode Island,1072278,
2022-08-05,Rhode Island,1072278,
2022-08-06,Rhode Island,1072278,
2022-08-07,Rhode Island,1072278,
2022-08-08,Rhode Island,1072278,
2022-08-09,Rhode Island,1072278,
2022-08-10,Rhode Island,1073697,894886
2022-08-11,Rhode Island,1073697,
2022-08-12,Rhode Island,1073697,
2022-08-13,Rhode Island,1073697,
2022-08-14,Rhode Island,1073697,
2022-08-15,Rhode Island,1073697,
2022-08-16,Rhode Island,1073697,
2022-08-17,Rhode Island,1075947,896297
2022-08-18,Rhode Island,1075947,
2022-08-19,Rhode Island,1075947,
2022-08-20,Rhode Island,1075947,
2022-08-21,Rhode Island,1075947,
2022-08-22,Rhode Island,1075947,
2022-08-23,Rhode Island,1075947,
2022-08-24,Rhode Island,1078700,898386
2022-08-25,Rhode Island,1078700,
2022-08-26,Rhode Island,1078700,
2022-08-27,Rhode Island,1078700,
2022-08-28,Rhode Island,1078700,
2022-08-29,Rhode Island,1078700,
2022-08-30,Rhode Island,1078700,
2022-08-31,Rhode Island,1080406,899544
2022-09-01,Rhode Island,1080406,
2022-09-02,Rhode Island,1080406,
2022-09-03,Rhode Island,1080406,
2022-09-04,Rhode Island,1080406,
2022-09-05,Rhode Island,1080406,
2022-09-06,Rhode Island,1080406,
2022-09-07,Rhode Island,1081118,900147
2022-09-08,Rhode Island,1081118,
2022-09-09,Rhode Island,1081118,
2022-09-10,Rhode Island,1081118,
2022-09-11,Rhode Island,1081118,
2022-09-12,Rhode Island,1081118,
2022-09-13,Rhode Island,1081118,
2022-09-14,Rhode Island,1083648,901877
2022-09-15,Rhode Island,1083648,
2022-09-16,Rhode Island,1083648,
2022-09-17,Rhode Island,1083648,
2022-09-18,Rhode Island,1083648,
2022-09-19,Rhode Island,1083648,
2022-09-20,Rhode Island,1083648,
2022-09-21,Rhode Island,1085435,903446
2022-09-22,Rhode Island,1085435,
2022-09-23,Rhode Island,1085435,
2022-09-24,Rhode Island,1085435,
2022-09-25,Rhode Island,1085435,
2022-09-26,Rhode Island,1085435,
2022-09-27,Rhode Island,1085435,
2022-09-28,Rhode Island,1088741,905621
2022-09-29,Rhode Island,1088741,
2022-09-30,Rhode Island,1088741,
2022-10-01,Rhode Island,1088741,
2022-10-02,Rhode Island,1088741,
2022-10-03,Rhode Island,1088741,
2022-10-04,Rhode Island,1088741,
2022-10-05,Rhode Island,1091959,907916
2022-10-06,Rhode Island,1091959,
2022-10-07,Rhode Island,1091959,
2022-10-08,Rhode Island,1091959,
2022-10-09,Rhode Island,1091959,
2022-10-10,Rhode Island,1091959,
2022-10-11,Rhode Island,1091959,
2022-10-12,Rhode Island,1095356,909881
2022-10-13,Rhode Island,1095356,
2022-10-14,Rhode Island,1095356,
2022-10-15,Rhode Island,1095356,
2022-10-16,Rhode Island,1095356,
2022-10-17,Rhode Island,1095356,
2022-10-18,Rhode Island,1095356,
2022-10-19,Rhode Island,1098624,911857
2022-10-20,Rhode Island,1098624,
2022-10-21,Rhode Island,1098624,
2022-10-22,Rhode Island,1098624,
2022-10-23,Rhode Island,1098624,
2022-10-24,Rhode Island,1098624,
2022-10-25,Rhode Island,1098624,
2022-10-26,Rhode Island,1102624,914097
2022-10-27,Rhode Island,1102624,
2022-10-28,Rhode Island,1102624,
2022-10-29,Rhode Island,1102624,
2022-10-30,Rhode Island,1102624,
2022-10-31,Rhode Island,1102624,
2022-11-01,Rhode Island,1102624,
2022-11-02,Rhode Island,1106274,916212
2022-11-03,Rhode Island,1106274,
2022-11-04,Rhode Island,1106274,
2022-11-05,Rhode Island,1106274,
2022-11-06,Rhode Island,1106274,
2022-11-07,Rhode Island,1106274,
2022-11-08,Rhode Island,1106274,
2022-11-09,Rhode Island,1109430,917969
2021-01-12,Vermont,,
2021-01-13,Vermont,,
2021-01-14,Vermont,26603,
2021-01-15,Vermont,28355,4100
2021-01-16,Vermont,28355,
2021-01-17,Vermont,28355,
2021-01-18,Vermont,28355,
2021-01-19,Vermont,34427,6114
2021-01-20,Vermont,34607,6167
2021-01-21,Vermont,36233,6545
2021-01-22,Vermont,38432,7954
2021-01-23,Vermont,40484,8877
2021-01-24,Vermont,41950,9853
2021-01-25,Vermont,43356,10195
2021-01-26,Vermont,43994,10349
2021-01-27,Vermont,44498,10806
2021-01-28,Vermont,46376,12418
2021-01-29,Vermont,47485,14168
2021-01-30,Vermont,48473,15213
2021-01-31,Vermont,50571,16491
2021-02-01,Vermont,53967,18338
2021-02-02,Vermont,54994,18903
2021-02-03,Vermont,55357,19237
2021-02-04,Vermont,56221,20843
2021-02-05,Vermont,57432,22483
2021-02-06,Vermont,58637,24212
2021-02-07,Vermont,60863,26162
2021-02-08,Vermont,63024,27144
2021-02-09,Vermont,64864,28010
2021-02-10,Vermont,65577,28122
2021-02-11,Vermont,67024,29713
2021-02-12,Vermont,68654,31208
2021-02-13,Vermont,70351,32186
2021-02-14,Vermont,73105,33495
2021-02-15,Vermont,,
2021-02-16,Vermont,78022,36773
2021-02-17,Vermont,78816,36957
2021-02-18,Vermont,79606,38381
2021-02-19,Vermont,86590,40829
2021-02-20,Vermont,88826,43084
2021-02-21,Vermont,91923,45017
2021-02-22,Vermont,92323,45725
2021-02-23,Vermont,94054,46663
2021-02-24,Vermont,94866,46877
2021-02-25,Vermont,96318,48194
2021-02-26,Vermont,98746,49372
2021-02-27,Vermont,101529,51631
2021-02-28,Vermont,104583,54139
2021-03-01,Vermont,107238,56934
2021-03-02,Vermont,109213,58448
2021-03-03,Vermont,110313,58977
2021-03-04,Vermont,111890,59938
2021-03-05,Vermont,114893,60708
2021-03-06,Vermont,118292,61961
2021-03-07,Vermont,122891,64474
2021-03-08,Vermont,126974,67485
2021-03-09,Vermont,130466,69148
2021-03-10,Vermont,132811,69928
2021-03-11,Vermont,135916,71639
2021-03-12,Vermont,139766,73038
2021-03-13,Vermont,149120,77757
2021-03-14,Vermont,149158,77769
2021-03-15,Vermont,153973,80189
2021-03-16,Vermont,156682,82273
2021-03-17,Vermont,158711,84148
2021-03-18,Vermont,162595,86222
2021-03-19,Vermont,167409,88186
2021-03-20,Vermont,172303,90314
2021-03-21,Vermont,177451,93226
2021-03-22,Vermont,179725,94166
2021-03-23,Vermont,183362,96754
2021-03-24,Vermont,185840,98352
2021-03-25,Vermont,188433,99990
2021-03-26,Vermont,192146,102707
2021-03-27,Vermont,196126,105283
2021-03-28,Vermont,199645,108611
2021-03-29,Vermont,203266,111151
2021-03-30,Vermont,206956,114662
2021-03-31,Vermont,209145,117656
2021-04-01,Vermont,212105,119943
2021-04-02,Vermont,216254,124263
2021-04-03,Vermont,226900,133072
2021-04-04,Vermont,227068,133803
2021-04-05,Vermont,232419,138468
2021-04-06,Vermont,235562,141456
2021-04-07,Vermont,238117,142678
2021-04-08,Vermont,241043,145510
2021-04-09,Vermont,246275,151206
2021-04-10,Vermont,252500,158310
2021-04-11,Vermont,258219,163581
2021-04-12,Vermont,264954,169769
2021-04-13,Vermont,264954,
2021-04-14,Vermont,273837,177298
2021-04-15,Vermont,278618,181510
2021-04-16,Vermont,283986,186187
2021-04-17,Vermont,284195,186455
2021-04-18,Vermont,294659,194015
2021-04-19,Vermont,298921,197369
2021-04-20,Vermont,302169,203358
2021-04-21,Vermont,305255,204701
2021-04-22,Vermont,308465,207703
2021-04-23,Vermont,310949,209578
2021-04-24,Vermont,315912,213558
2021-04-25,Vermont,322109,217157
2021-04-26,Vermont,328621,222382
2021-04-27,Vermont,332511,224807
2021-04-28,Vermont,335642,226800
2021-04-29,Vermont,340072,229298
2021-04-30,Vermont,343866,232682
2021-05-01,Vermont,347866,236673
2021-05-02,Vermont,353166,241701
2021-05-03,Vermont,358437,245497
2021-05-04,Vermont,361667,248809
2021-05-05,Vermont,364642,250698
2021-05-06,Vermont,367932,253677
2021-05-07,Vermont,371158,256757
2021-05-08,Vermont,374046,259250
2021-05-09,Vermont,382267,266995
2021-05-10,Vermont,386379,270812
2021-05-11,Vermont,388794,273004
2021-05-12,Vermont,391858,276965
2021-05-13,Vermont,394534,279619
2021-05-14,Vermont,397152,282876
2021-05-15,Vermont,399944,287383
2021-05-16,Vermont,403357,292678
2021-05-17,Vermont,406709,296399
2021-05-18,Vermont,408974,299815
2021-05-19,Vermont,410604,301979
2021-05-20,Vermont,412806,305465
2021-05-21,Vermont,420948,313653
2021-05-22,Vermont,425085,317242
2021-05-23,Vermont,429773,322688
2021-05-24,Vermont,429773,
2021-05-25,Vermont,429773,
2021-05-26,Vermont,429773,
2021-05-27,Vermont,433173,333208
2021-05-28,Vermont,435174,337278
2021-05-29,Vermont,436669,341324
2021-05-30,Vermont,438178,345799
2021-05-31,Vermont,,
2021-06-01,Vermont,440908,351788
2021-06-02,Vermont,441390,352977
2021-06-03,Vermont,441738,354287
2021-06-04,Vermont,442506,356637
2021-06-05,Vermont,444268,360867
2021-06-06,Vermont,445426,364639
2021-06-07,Vermont,446489,367863
2021-06-08,Vermont,447248,370619
2021-06-09,Vermont,447542,371051
2021-06-10,Vermont,448270,373214
2021-06-11,Vermont,448298,373274
2021-06-12,Vermont,449320,377683
2021-06-13,Vermont,450476,382096
2021-06-14,Vermont,451464,386230
2021-06-15,Vermont,452570,390970
2021-06-16,Vermont,452968,392724
2021-06-17,Vermont,453657,394874
2021-06-18,Vermont,454452,396281
2021-06-19,Vermont,455440,398535
2021-06-20,Vermont,456145,400190
2021-06-21,Vermont,456656,401475
2021-06-22,Vermont,457072,402130
2021-06-23,Vermont,457301,402448
2021-06-24,Vermont,457658,403019
2021-06-25,Vermont,458160,403806
2021-06-26,Vermont,458660,404532
2021-06-27,Vermont,459353,405531
2021-06-28,Vermont,460276,406979
2021-06-29,Vermont,461022,408966
2021-06-30,Vermont,461243,409254
2021-07-01,Vermont,461667,409864
2021-07-02,Vermont,462005,410506
2021-07-03,Vermont,462412,411112
2021-07-04,Vermont,462804,411698
2021-07-05,Vermont,462804,
2021-07-06,Vermont,462804,
2021-07-07,Vermont,462804,
2021-07-08,Vermont,463156,
2021-07-09,Vermont,465146,
2021-07-10,Vermont,465146,
2021-07-11,Vermont,465146,
2021-07-12,Vermont,465146,
2021-07-13,Vermont,465146,
2021-07-14,Vermont,465146,
2021-07-15,Vermont,465146,
2021-07-16,Vermont,465146,
2021-07-17,Vermont,465146,
2021-07-18,Vermont,465146,
2021-07-19,Vermont,465146,
2021-07-20,Vermont,465146,
2021-07-21,Vermont,465146,
2021-07-22,Vermont,465146,
2021-07-23,Vermont,465146,
2021-07-24,Vermont,465146,
2021-07-25,Vermont,465146,
2021-07-26,Vermont,465146,
2021-07-27,Vermont,465146,
2021-07-28,Vermont,465146,
2021-07-29,Vermont,465146,
2021-07-30,Vermont,465146,
2021-07-31,Vermont,465146,
2021-08-01,Vermont,465146,
2021-08-02,Vermont,465146,
2021-08-03,Vermont,465146,
2021-08-04,Vermont,465146,
2021-08-05,Vermont,465146,
2021-08-06,Vermont,465146,
2021-08-07,Vermont,465146,
2021-08-08,Vermont,465146,
2021-08-09,Vermont,465146,
2021-08-10,Vermont,465146,
2021-08-11,Vermont,465146,
2021-08-12,Vermont,466518,416691
2021-08-13,Vermont,467340,417479
2021-08-14,Vermont,467886,417827
2021-08-15,Vermont,468394,418230
2021-08-16,Vermont,468870,418583
2021-08-17,Vermont,469165,418708
2021-08-18,Vermont,469406,418883
2021-08-19,Vermont,469860,419274
2021-08-20,Vermont,470426,419701
2021-08-21,Vermont,470905,420167
2021-08-22,Vermont,471528,420672
2021-08-23,Vermont,471976,421077
2021-08-24,Vermont,472283,421304
2021-08-25,Vermont,472495,421465
2021-08-26,Vermont,472896,421851
2021-08-27,Vermont,473423,422358
2021-08-28,Vermont,473902,422734
2021-08-29,Vermont,474321,423111
2021-08-30,Vermont,474738,423508
2021-08-31,Vermont,475005,423736
2021-09-01,Vermont,475205,423905
2021-09-02,Vermont,475579,424323
2021-09-03,Vermont,476079,424820
2021-09-04,Vermont,476505,425220
2021-09-05,Vermont,476505,
2021-09-06,Vermont,476505,
2021-09-07,Vermont,477539,426323
2021-09-08,Vermont,477738,426476
2021-09-09,Vermont,477862,426617
2021-09-10,Vermont,478137,426966
2021-09-11,Vermont,478529,427340
2021-09-12,Vermont,479143,428029
2021-09-13,Vermont,479570,428412
2021-09-14,Vermont,479918,428656
2021-09-15,Vermont,480143,428831
2021-09-16,Vermont,480462,429145
2021-09-17,Vermont,480835,429520
2021-09-18,Vermont,481212,429863
2021-09-19,Vermont,481472,430135
2021-09-20,Vermont,481787,430445
2021-09-21,Vermont,482085,430763
2021-09-22,Vermont,482259,430919
2021-09-23,Vermont,482549,431228
2021-09-24,Vermont,482822,431557
2021-09-25,Vermont,483124,431866
2021-09-26,Vermont,483662,432415
2021-09-27,Vermont,484031,432725
2021-09-28,Vermont,484268,432963
2021-09-29,Vermont,484397,433054
2021-09-30,Vermont,484962,433565
2021-10-01,Vermont,485315,433836
2021-10-02,Vermont,485719,434195
2021-10-03,Vermont,486181,434578
2021-10-04,Vermont,486743,434962
2021-10-05,Vermont,487113,435247
2021-10-06,Vermont,487348,435394
2021-10-07,Vermont,487640,435683
2021-10-08,Vermont,488687,437363
2021-10-09,Vermont,489155,437749
2021-10-10,Vermont,489155,
2021-10-11,Vermont,489155,
2021-10-12,Vermont,490176,438705
2021-10-13,Vermont,490330,438890
2021-10-14,Vermont,490597,439115
2021-10-15,Vermont,490951,439453
2021-10-16,Vermont,491286,439773
2021-10-17,Vermont,491586,440099
2021-10-18,Vermont,491907,440441
2021-10-19,Vermont,492143,440661
2021-10-20,Vermont,492283,440763
2021-10-21,Vermont,492580,441045
2021-10-22,Vermont,493133,441485
2021-10-23,Vermont,493473,441800
2021-10-24,Vermont,493823,442160
2021-10-25,Vermont,494209,442528
2021-10-26,Vermont,494518,442686
2021-10-27,Vermont,494955,442854
2021-10-28,Vermont,495479,443246
2021-10-29,Vermont,496190,443715
2021-10-30,Vermont,496903,444177
2021-10-31,Vermont,497477,444573
2021-11-01,Vermont,498351,444987
2021-11-02,Vermont,498980,445308
2021-11-03,Vermont,499418,445532
2021-11-04,Vermont,499981,445881
2021-11-05,Vermont,500553,446336
2021-11-06,Vermont,501233,446736
2021-11-07,Vermont,501856,447124
2021-11-08,Vermont,502669,447567
2021-11-09,Vermont,503489,447859
2021-11-10,Vermont,504587,448060
2021-11-11,Vermont,,
2021-11-12,Vermont,506558,448728
2021-11-13,Vermont,508624,449112
2021-11-14,Vermont,510716,449516
2021-11-15,Vermont,512263,450002
2021-11-16,Vermont,513967,450241
2021-11-17,Vermont,515530,450447
2021-11-18,Vermont,516479,450749
2021-11-19,Vermont,517791,451501
2021-11-20,Vermont,520166,451998
2021-11-21,Vermont,522649,452450
2021-11-22,Vermont,524606,452844
2021-11-23,Vermont,526056,453088
2021-11-24,Vermont,527825,453418
2021-11-25,Vermont,527825,
2021-11-26,Vermont,527825,
2021-11-27,Vermont,527825,
2021-11-28,Vermont,527825,
2021-11-29,Vermont,532935,454670
2021-11-30,Vermont,533218,454783
2021-12-01,Vermont,533790,455418
2021-12-02,Vermont,534603,456006
2021-12-03,Vermont,535516,456696
2021-12-04,Vermont,537048,458420
2021-12-05,Vermont,538571,460535
2021-12-06,Vermont,539539,461654
2021-12-07,Vermont,540100,462912
2021-12-08,Vermont,540611,464119
2021-12-09,Vermont,541216,464972
2021-12-10,Vermont,542018,466078
2021-12-11,Vermont,543169,467440
2021-12-12,Vermont,544038,469115
2021-12-13,Vermont,544687,470557
2021-12-14,Vermont,545956,471879
2021-12-15,Vermont,546539,473030
2021-12-16,Vermont,547188,473952
2021-12-17,Vermont,548012,475147
2021-12-18,Vermont,548903,476260
2021-12-19,Vermont,549807,477293
2021-12-20,Vermont,550574,477991
2021-12-21,Vermont,551122,478502
2021-12-22,Vermont,551870,478975
2021-12-23,Vermont,553280,479602
2021-12-24,Vermont,553280,
2021-12-25,Vermont,553280,
2021-12-26,Vermont,553280,
2021-12-27,Vermont,556048,482273
2021-12-28,Vermont,556363,482342
2021-12-29,Vermont,556579,482477
2021-12-30,Vermont,557157,482925
2021-12-31,Vermont,557157,
2022-01-01,Vermont,557157,
2022-01-02,Vermont,557157,
2022-01-03,Vermont,557157,
2022-01-04,Vermont,560055,485140
2022-01-05,Vermont,560254,485232
2022-01-06,Vermont,560680,485667
2022-01-07,Vermont,561500,486220
2022-01-08,Vermont,562159,486797
2022-01-09,Vermont,563269,487487
2022-01-10,Vermont,563880,488036
2022-01-11,Vermont,564218,488332
2022-01-12,Vermont,564559,488609
2022-01-13,Vermont,565142,488977
2022-01-14,Vermont,565864,489473
2022-01-15,Vermont,566525,489869
2022-01-16,Vermont,566525,
2022-01-17,Vermont,566525,
2022-01-18,Vermont,567967,490756
2022-01-19,Vermont,570507,492275
2022-01-20,Vermont,570890,492527
2022-01-21,Vermont,571336,492857
2022-01-22,Vermont,571789,493185
2022-01-23,Vermont,572182,493552
2022-01-24,Vermont,572700,493840
2022-01-25,Vermont,573013,494049
2022-01-26,Vermont,573206,494175
2022-01-27,Vermont,573536,494414
2022-01-28,Vermont,573798,494648
2022-01-29,Vermont,574059,494861
2022-01-30,Vermont,574406,495233
2022-01-31,Vermont,574760,495441
2022-02-01,Vermont,575096,495648
2022-02-02,Vermont,575214,495818
2022-02-03,Vermont,575452,496026
2022-02-04,Vermont,575823,496295
2022-02-05,Vermont,575954,496355
2022-02-06,Vermont,576285,496773
2022-02-07,Vermont,576434,496943
2022-02-08,Vermont,576572,497047
2022-02-09,Vermont,576757,497216
2022-02-10,Vermont,576979,497411
2022-02-11,Vermont,577172,497669
2022-02-12,Vermont,577336,497904
2022-02-13,Vermont,577336,
2022-02-14,Vermont,577336,
2022-02-15,Vermont,577336,
2022-02-16,Vermont,577336,
2022-02-17,Vermont,577336,
2022-02-18,Vermont,577336,
2022-02-19,Vermont,577336,
2022-02-20,Vermont,577336,
2022-02-21,Vermont,577336,
2022-02-22,Vermont,577336,
2022-02-23,Vermont,577336,
2022-02-24,Vermont,577336,
2022-02-25,Vermont,577506,499508
2022-02-26,Vermont,577506,
2022-02-27,Vermont,577506,
2022-02-28,Vermont,577506,
2022-03-01,Vermont,577506,
2022-03-02,Vermont,577506,
2022-03-03,Vermont,577506,
2022-03-04,Vermont,577506,
2022-03-05,Vermont,577506,
2022-03-06,Vermont,577506,
2022-03-07,Vermont,577506,
2022-03-08,Vermont,577506,
2022-03-09,Vermont,577506,
2022-03-10,Vermont,577506,
2022-03-11,Vermont,577570,501365
2022-03-12,Vermont,577570,
2022-03-13,Vermont,577570,
2022-03-14,Vermont,577570,
2022-03-15,Vermont,577570,
2022-03-16,Vermont,577570,
2022-03-17,Vermont,577570,
2022-03-18,Vermont,577570,
2022-03-19,Vermont,577570,
2022-03-20,Vermont,577570,
2022-03-21,Vermont,577570,
2022-03-22,Vermont,577908,501960
2022-03-23,Vermont,577947,501999
2022-03-24,Vermont,578633,502244
2022-03-25,Vermont,578724,502329
2022-03-26,Vermont,578826,502410
2022-03-27,Vermont,578835,502412
2022-03-28,Vermont,578914,502499
2022-03-29,Vermont,579022,502605
2022-03-30,Vermont,579102,502645
2022-03-31,Vermont,580032,502896
2022-04-01,Vermont,580139,503016
2022-04-02,Vermont,580247,503144
2022-04-03,Vermont,580362,503270
2022-04-04,Vermont,580575,503425
2022-04-05,Vermont,580656,503479
2022-04-06,Vermont,580768,503558
2022-04-07,Vermont,580926,503700
2022-04-08,Vermont,580926,
2022-04-09,Vermont,580926,
2022-04-10,Vermont,580926,
2022-04-11,Vermont,580926,
2022-04-12,Vermont,580926,
2022-04-13,Vermont,580926,
2022-04-14,Vermont,580926,
2022-04-15,Vermont,580971,504519
2022-04-16,Vermont,580971,
2022-04-17,Vermont,581207,504763
2022-04-18,Vermont,581347,504886
2022-04-19,Vermont,581481,504948
2022-04-20,Vermont,581529,504995
2022-04-21,Vermont,582039,505253
2022-04-22,Vermont,582039,
2022-04-23,Vermont,582251,505457
2022-04-24,Vermont,582351,505562
2022-04-25,Vermont,582564,505711
2022-04-26,Vermont,582670,505780
2022-04-27,Vermont,582755,505881
2022-04-28,Vermont,582755,
2022-04-29,Vermont,583008,506143
2022-04-30,Vermont,583129,506251
2022-05-01,Vermont,583231,506360
2022-05-02,Vermont,583312,506395
2022-05-03,Vermont,583492,506549
2022-05-04,Vermont,583583,506597
2022-05-05,Vermont,583683,506697
2022-05-06,Vermont,583813,506832
2022-05-07,Vermont,583912,506939
2022-05-08,Vermont,584007,507052
2022-05-09,Vermont,584573,507199
2022-05-10,Vermont,584749,507360
2022-05-11,Vermont,584749,
2022-05-12,Vermont,584973,507556
2022-05-13,Vermont,585063,507678
2022-05-14,Vermont,585154,507787
2022-05-15,Vermont,585259,507902
2022-05-16,Vermont,585263,507903
2022-05-17,Vermont,585467,508078
2022-05-18,Vermont,585513,508119
2022-05-19,Vermont,585588,508229
2022-05-20,Vermont,585801,508356
2022-05-21,Vermont,585940,508471
2022-05-22,Vermont,586030,508582
2022-05-23,Vermont,586208,508741
2022-05-24,Vermont,586335,508794
2022-05-25,Vermont,586381,508819
2022-05-26,Vermont,586483,508901
2022-05-27,Vermont,586642,509063
2022-05-28,Vermont,586642,
2022-05-29,Vermont,586642,
2022-05-30,Vermont,586642,
2022-05-31,Vermont,586904,509346
2022-06-01,Vermont,586992,509373
2022-06-02,Vermont,587103,509396
2022-06-03,Vermont,587273,509559
2022-06-04,Vermont,587386,509701
2022-06-05,Vermont,587516,509853
2022-06-06,Vermont,587607,509952
2022-06-07,Vermont,587704,510010
2022-06-08,Vermont,587749,510050
2022-06-09,Vermont,587944,510184
2022-06-10,Vermont,588074,510279
2022-06-11,Vermont,588141,510363
2022-06-12,Vermont,588245,510483
2022-06-13,Vermont,588293,510551
2022-06-14,Vermont,588348,510580
2022-06-15,Vermont,588377,510606
